device_type,zone_id,protocol,mqtt_msg_type,src_port,dst_port,packet_size,packets_per_second,connection_duration,bytes_transferred,unique_dst_ips_contacted,avg_request_interval,syn_flag_count,rst_flag_count,failed_login_attempts,is_encrypted,mac_ip_mismatch,signal_preemption_request,gps_deviation_km,hour_of_day,day_type,label
signal_controller,residential,MQTT,subscribe,16945,1883,72,363.41,2.54,14747,2,0.0899,321,221,0,0,0,0,0.0,16,weekday,ddos
ambulance_tracker,hospital_zone,HTTPS,none,59910,443,236,0.908,41.12,8213,2,29.396,0,0,0,0,0,1,0.07,5,weekend,normal
traffic_camera,downtown,TCP,none,33197,8080,1131,13.912,48.66,193825,2,147.537,2,1,0,1,0,0,0.0,5,weekday,normal
signal_controller,downtown,MQTT,subscribe,26316,1883,164,5.635,207.18,3820,1,166.604,0,0,0,1,0,0,0.0,21,weekday,normal
ambulance_tracker,downtown,HTTPS,none,22680,443,316,2.021,84.43,7087,1,222.434,1,0,0,1,0,1,0.073,15,weekday,normal
ambulance_tracker,downtown,HTTPS,none,48070,443,292,3.071,61.37,12904,5,79.515,1,0,0,1,0,0,0.059,13,weekday,normal
dispatch_server,hospital_zone,HTTPS,none,54359,443,839,15.029,127.14,115019,2,63.5,0,1,0,1,0,0,0.0,21,weekday,normal
ambulance_tracker,downtown,HTTPS,none,64617,443,204,1.338,58.17,10414,1,116.367,1,0,0,1,0,0,0.076,5,weekday,normal
traffic_camera,downtown,TCP,none,20347,8080,1386,13.395,59.32,183453,2,248.025,0,0,0,1,0,0,0.0,4,weekend,normal
dispatch_server,downtown,HTTPS,none,65073,443,793,4.744,4.74,5888,1,1.442,0,0,26,1,0,0,0.0,18,weekday,brute_force
dispatch_server,hospital_zone,HTTPS,none,52044,443,790,15.332,124.37,41728,2,308.64,0,0,0,1,0,0,0.0,20,weekday,normal
signal_controller,arterial_road,MQTT,subscribe,53578,1883,151,2.644,202.67,6844,1,19.739,0,0,0,0,0,0,0.0,14,weekday,normal
dispatch_server,hospital_zone,HTTPS,none,41106,443,373,11.555,5.05,6746,2,1.558,0,0,52,0,0,0,0.0,18,weekday,brute_force
traffic_camera,hospital_zone,TCP,none,27180,8080,1438,10.224,188.32,509971,1,458.833,0,0,0,1,0,0,0.0,10,weekday,normal
signal_controller,residential,MQTT,subscribe,41665,1883,474,5.829,13.55,2753,5,5.957,2,1,0,1,0,1,0.0,5,weekday,command_injection
signal_controller,hospital_zone,MQTT,subscribe,25042,1883,841,4.471,6.52,6585,3,19.183,1,0,3,0,0,1,0.0,22,weekend,command_injection
ambulance_tracker,arterial_road,HTTPS,none,33554,443,189,0.677,54.63,6865,1,18.333,0,0,2,1,0,1,0.063,13,weekend,normal
traffic_camera,residential,TCP,none,19530,8080,816,18.665,104.7,360917,3,42.491,0,0,0,1,0,0,0.0,23,weekend,normal
traffic_camera,hospital_zone,TCP,none,47689,8080,1331,14.967,195.24,468743,1,55.87,0,1,0,0,0,0,0.0,7,weekday,normal
dispatch_server,hospital_zone,HTTPS,none,29416,443,393,12.401,169.06,159177,3,6.933,1,0,0,1,0,0,0.0,23,weekday,normal
ambulance_tracker,arterial_road,HTTPS,none,8557,443,183,2.202,46.42,20866,1,478.924,2,0,0,1,0,1,0.042,5,weekday,normal
signal_controller,downtown,MQTT,subscribe,18991,1883,234,0.923,132.21,6456,1,37.641,0,0,0,1,0,0,0.0,16,weekday,normal
ambulance_tracker,hospital_zone,HTTPS,none,57465,443,102,2.608,21.37,19904,3,179.143,0,0,0,1,0,0,0.055,6,weekday,normal
dispatch_server,downtown,HTTPS,none,26097,443,731,12.973,18.57,102910,2,257.558,2,0,1,1,0,0,0.0,13,weekday,normal
dispatch_server,hospital_zone,HTTPS,none,29464,443,650,11.962,148.34,169445,2,157.7,0,0,0,1,0,1,0.0,8,weekend,normal
ambulance_tracker,arterial_road,HTTPS,none,2478,443,231,2.018,75.2,27115,3,64.737,0,1,1,0,1,0,10.462,12,weekday,spoofing
ambulance_tracker,arterial_road,HTTPS,none,10480,443,276,1.15,87.37,17400,1,104.271,0,0,0,1,0,0,0.033,23,weekend,normal
ambulance_tracker,arterial_road,HTTPS,none,11055,443,148,3.346,30.46,3112,1,107.397,1,1,0,1,0,0,0.145,2,weekend,normal
traffic_camera,downtown,TCP,none,16549,18667,157,8.228,0.21,543,87,0.8504,1,0,0,1,0,0,0.0,9,weekday,port_scan
ambulance_tracker,arterial_road,HTTPS,none,39386,443,215,1.061,31.68,21785,2,222.52,1,0,0,1,0,0,0.02,22,weekday,normal
signal_controller,residential,MQTT,subscribe,37732,1883,102,4.879,200.11,7488,1,266.198,0,0,0,1,0,0,0.0,12,weekday,normal
signal_controller,residential,MQTT,subscribe,11009,1883,220,5.323,214.45,4093,4,45.065,2,1,0,0,0,0,0.0,13,weekend,normal
ambulance_tracker,downtown,HTTPS,none,22771,443,163,1.928,71.76,1014,1,2.534,1,0,0,1,0,0,0.0,9,weekend,normal
ambulance_tracker,downtown,HTTPS,none,59490,443,305,0.77,77.25,10299,2,36.226,0,0,0,0,0,0,0.027,6,weekend,normal
ambulance_tracker,hospital_zone,HTTPS,none,46133,443,285,2.254,21.83,43822,1,47.259,0,0,0,0,1,1,7.489,12,weekday,spoofing
dispatch_server,hospital_zone,HTTPS,none,3021,443,227,10.039,151.12,170284,1,102.527,0,1,0,1,0,0,0.0,21,weekday,normal
dispatch_server,downtown,HTTPS,none,56481,443,554,19.257,13.65,2372,5,6.938,0,0,3,0,0,1,0.0,5,weekend,command_injection
dispatch_server,hospital_zone,HTTPS,none,47256,443,400,15.639,115.21,158574,1,103.481,0,0,0,1,0,0,0.0,5,weekday,normal
dispatch_server,downtown,HTTPS,none,50498,443,615,19.037,138.65,177885,1,229.834,1,0,0,1,0,0,0.0,16,weekday,normal
ambulance_tracker,arterial_road,HTTPS,none,56888,443,307,2.749,54.55,16725,1,749.165,0,0,0,1,0,0,0.069,15,weekend,normal
ambulance_tracker,arterial_road,HTTPS,none,55323,443,178,1.584,30.18,4997,3,19.275,0,0,0,1,0,1,0.084,11,weekend,normal
ambulance_tracker,arterial_road,HTTPS,none,32660,443,233,4.443,78.44,40044,3,56.618,1,0,0,0,1,0,9.009,14,weekend,spoofing
dispatch_server,hospital_zone,HTTPS,none,56485,443,742,9.014,87.02,82554,2,183.745,0,0,1,1,0,1,0.0,16,weekday,normal
traffic_camera,residential,TCP,none,17370,8080,1027,5.426,156.37,418673,1,214.562,1,0,0,1,0,0,0.0,19,weekday,normal
dispatch_server,hospital_zone,HTTPS,none,26906,443,594,5.854,143.65,102011,3,131.735,1,0,0,1,0,0,0.0,16,weekday,normal
signal_controller,residential,MQTT,subscribe,23083,1883,105,5.527,176.78,10656,1,43.003,0,0,0,0,0,0,0.0,2,weekday,normal
ambulance_tracker,hospital_zone,HTTPS,none,11010,443,230,0.653,12.64,11240,1,299.999,1,0,0,1,0,0,0.02,2,weekend,normal
dispatch_server,hospital_zone,HTTPS,none,31232,443,310,10.499,1.24,1583,4,1.062,1,0,39,1,0,0,0.0,14,weekend,brute_force
traffic_camera,residential,TCP,none,5838,8080,1124,24.034,274.66,499492,2,18.211,0,0,0,1,0,0,0.0,14,weekend,normal
ambulance_tracker,downtown,HTTPS,none,50332,443,132,3.435,71.45,51745,3,624.403,0,0,0,0,1,0,9.444,6,weekend,spoofing
ambulance_tracker,hospital_zone,HTTPS,none,29198,443,202,2.014,80.17,23654,2,81.94,0,0,0,1,0,0,0.011,6,weekday,normal
traffic_camera,residential,TCP,none,38567,58460,77,17.86,1.24,801,109,0.6172,0,0,0,1,0,0,0.0,9,weekday,port_scan
dispatch_server,hospital_zone,HTTPS,none,23335,443,753,17.81,61.36,116445,1,15.917,1,0,0,1,0,0,0.0,14,weekday,normal
ambulance_tracker,arterial_road,HTTPS,none,33063,443,254,3.458,29.28,24676,1,139.995,1,0,0,1,0,0,0.011,19,weekday,normal
traffic_camera,residential,TCP,none,11809,8080,1365,19.417,236.24,552851,1,132.688,0,0,0,0,0,0,0.0,2,weekend,normal
signal_controller,downtown,MQTT,subscribe,4798,1883,226,5.161,184.02,14170,1,38.041,0,0,0,0,0,0,0.0,1,weekend,normal
dispatch_server,hospital_zone,HTTPS,none,48178,443,848,8.625,31.03,10671,1,148.069,1,0,0,1,0,0,0.0,0,weekend,normal
dispatch_server,downtown,HTTPS,none,4532,443,409,6.177,113.51,158423,1,53.957,1,0,0,1,0,0,0.0,3,weekday,normal
traffic_camera,arterial_road,TCP,none,60206,8080,1380,21.968,91.47,106278,2,101.533,1,0,0,1,0,0,0.0,5,weekday,normal
signal_controller,downtown,MQTT,subscribe,2607,1883,244,5.543,265.47,6825,1,97.389,1,0,1,1,0,0,0.0,16,weekday,normal
ambulance_tracker,hospital_zone,HTTPS,none,42518,443,104,2.742,59.9,43325,2,236.593,0,0,0,0,1,1,10.554,18,weekday,spoofing
dispatch_server,downtown,HTTPS,none,51734,443,393,19.705,25.03,172621,2,25.367,0,0,0,1,0,0,0.0,4,weekend,normal
dispatch_server,downtown,HTTPS,none,36304,443,553,3.541,140.56,23104,1,296.55,1,0,0,1,0,0,0.0,0,weekday,normal
dispatch_server,hospital_zone,HTTPS,none,65257,443,353,3.309,5.38,2539,4,1.324,1,0,22,1,0,0,0.0,5,weekday,brute_force
dispatch_server,downtown,HTTPS,none,40814,443,301,13.246,58.82,25065,2,21.124,1,0,0,1,0,0,0.0,4,weekday,normal
dispatch_server,downtown,HTTPS,none,35243,443,615,2.393,95.15,72242,1,11.616,2,0,0,1,0,0,0.0,19,weekend,normal
dispatch_server,hospital_zone,HTTPS,none,11254,443,643,15.692,40.25,124597,1,146.898,0,0,0,1,0,0,0.0,11,weekday,normal
dispatch_server,hospital_zone,HTTPS,none,2775,443,689,5.299,83.19,114502,2,301.37,3,0,0,1,0,0,0.0,3,weekend,normal
traffic_camera,arterial_road,TCP,none,45973,8080,69,144.542,3.05,276081,1,0.2736,720,369,0,0,0,0,0.0,3,weekend,ddos
signal_controller,downtown,MQTT,subscribe,58301,1883,75,533.905,3.25,5241,2,0.3049,797,174,0,0,0,0,0.0,6,weekday,ddos
signal_controller,residential,MQTT,subscribe,16242,1883,106,5.853,243.94,11073,2,269.554,1,1,0,1,0,0,0.0,4,weekday,normal
ambulance_tracker,hospital_zone,HTTPS,none,12349,443,203,1.532,37.83,9756,1,86.089,1,1,0,1,0,0,0.054,5,weekday,normal
traffic_camera,hospital_zone,TCP,none,43872,8080,965,5.408,234.36,329963,2,40.867,0,0,0,1,0,0,0.0,20,weekday,normal
ambulance_tracker,downtown,HTTPS,none,22139,443,126,3.717,13.01,9239,1,176.007,0,0,0,1,0,0,0.051,15,weekend,normal
traffic_camera,arterial_road,TCP,none,64462,8080,1441,11.956,83.12,299529,1,256.971,0,0,0,1,0,0,0.0,22,weekday,normal
traffic_camera,residential,TCP,none,61226,8080,1469,7.379,135.59,143607,2,364.395,0,0,0,0,0,0,0.0,19,weekend,normal
dispatch_server,hospital_zone,HTTPS,none,51375,443,368,5.6,87.98,14848,1,52.797,0,0,0,1,0,0,0.0,12,weekday,normal
signal_controller,arterial_road,MQTT,subscribe,60568,1883,147,5.776,213.22,5831,3,298.387,0,0,0,1,0,0,0.0,18,weekday,normal
dispatch_server,hospital_zone,HTTPS,none,19499,443,250,17.626,45.48,186702,1,32.815,0,0,1,1,0,0,0.0,16,weekday,normal
traffic_camera,residential,TCP,none,1164,8080,1299,14.641,239.15,579118,1,158.658,0,1,0,0,0,0,0.0,19,weekday,normal
traffic_camera,residential,TCP,none,48846,8080,1497,219.496,0.32,174443,1,0.0661,989,258,0,0,0,0,0.0,22,weekday,ddos
traffic_camera,downtown,TCP,none,15370,8080,986,8.169,39.66,238799,1,236.779,0,0,0,1,0,0,0.0,7,weekend,normal
traffic_camera,downtown,TCP,none,63622,8080,1029,16.497,39.93,170404,1,57.678,0,0,0,1,0,0,0.0,1,weekday,normal
signal_controller,residential,MQTT,subscribe,2762,1883,184,0.872,235.75,5726,1,201.447,2,0,0,0,0,0,0.0,22,weekend,normal
dispatch_server,downtown,HTTPS,none,14086,22,508,2.861,0.12,5821,2,2.194,0,0,43,1,0,0,0.0,5,weekend,brute_force
ambulance_tracker,arterial_road,HTTPS,none,30189,443,232,1.461,49.8,16349,1,154.213,0,0,0,1,0,0,0.148,20,weekday,normal
signal_controller,downtown,MQTT,subscribe,31802,1883,234,3.838,170.3,5358,1,202.898,2,0,0,0,0,0,0.0,22,weekday,normal
ambulance_tracker,arterial_road,HTTPS,none,34633,443,191,1.866,72.33,10178,1,117.232,1,0,0,1,0,0,0.016,21,weekday,normal
ambulance_tracker,arterial_road,HTTPS,none,14472,443,201,1.982,47.7,16949,2,146.719,0,0,0,1,0,0,0.149,8,weekend,normal
traffic_camera,arterial_road,TCP,none,14423,8080,82,195.062,3.18,524899,2,0.2776,226,156,0,0,0,0,0.0,8,weekend,ddos
traffic_camera,arterial_road,TCP,none,55113,59604,113,3.662,1.0,113,92,0.3461,1,0,0,1,0,0,0.0,10,weekday,port_scan
signal_controller,hospital_zone,MQTT,subscribe,56901,1883,346,4.311,14.47,2394,4,6.951,1,0,2,1,0,1,0.0,0,weekday,command_injection
signal_controller,hospital_zone,MQTT,subscribe,3081,1883,86,3.606,115.27,4239,1,161.017,2,2,1,1,0,0,0.0,17,weekday,normal
ambulance_tracker,downtown,HTTPS,none,27226,443,168,0.672,11.43,16152,1,232.618,0,0,0,1,0,0,0.082,0,weekend,normal
dispatch_server,downtown,HTTPS,none,34508,22,767,6.887,4.51,5450,1,0.81,1,0,34,1,0,0,0.0,1,weekend,brute_force
signal_controller,hospital_zone,MQTT,subscribe,24809,1883,191,1.842,108.52,1529,1,95.845,0,0,0,0,0,0,0.0,20,weekday,normal
traffic_camera,hospital_zone,TCP,none,26008,8080,792,22.312,194.47,155973,1,108.377,0,0,0,1,0,0,0.0,9,weekday,normal
traffic_camera,residential,TCP,none,57535,8080,1003,10.423,82.68,498169,1,38.582,0,0,0,1,0,0,0.0,5,weekend,normal
ambulance_tracker,hospital_zone,HTTPS,none,2029,443,142,1.599,77.02,5541,1,219.216,0,0,0,0,0,1,0.07,11,weekday,normal
dispatch_server,downtown,HTTPS,none,7581,443,582,4.832,91.58,159561,1,29.281,0,0,0,1,0,0,0.0,0,weekday,normal
traffic_camera,arterial_road,TCP,none,22494,8080,1167,21.432,113.86,235820,2,55.372,2,0,0,1,0,0,0.0,1,weekday,normal
traffic_camera,arterial_road,TCP,none,33037,8080,946,9.353,165.31,104818,3,309.965,0,0,0,1,0,0,0.0,5,weekday,normal
traffic_camera,downtown,TCP,none,36611,8080,861,9.288,39.22,467691,1,256.925,0,0,0,0,0,0,0.0,12,weekday,normal
traffic_camera,hospital_zone,TCP,none,8408,8080,1316,20.575,176.24,361546,1,372.396,0,0,0,1,0,0,0.0,5,weekday,normal
ambulance_tracker,arterial_road,HTTPS,none,59114,443,291,3.87,74.76,7116,3,118.236,0,0,0,1,0,0,0.096,2,weekday,normal
signal_controller,residential,MQTT,subscribe,39929,1883,150,5.784,251.5,14410,1,57.284,1,1,0,1,0,0,0.0,9,weekday,normal
traffic_camera,residential,TCP,none,41306,8080,1420,7.457,86.74,471987,2,153.524,1,0,0,1,0,0,0.0,22,weekday,normal
signal_controller,downtown,MQTT,subscribe,38669,1883,193,1.208,218.28,14330,2,291.958,0,0,0,0,0,1,0.0,9,weekday,normal
traffic_camera,residential,TCP,none,11094,8080,1461,9.843,118.68,538351,1,155.938,0,0,0,1,0,0,0.0,5,weekday,normal
ambulance_tracker,arterial_road,HTTPS,none,42079,443,215,0.969,80.54,19061,3,80.139,0,0,0,1,0,0,0.058,13,weekday,normal
ambulance_tracker,arterial_road,HTTPS,none,4986,443,113,2.54,45.89,19765,3,200.367,0,0,0,1,1,0,6.587,8,weekday,spoofing
signal_controller,downtown,MQTT,subscribe,22988,1883,158,3.325,219.49,9033,1,18.848,0,0,0,0,0,0,0.0,5,weekday,normal
signal_controller,downtown,MQTT,subscribe,57778,1883,98,4.591,288.86,1626,1,281.251,1,0,0,1,0,0,0.0,4,weekday,normal
ambulance_tracker,downtown,HTTPS,none,3982,443,161,1.757,11.85,40858,3,58.724,0,0,0,1,1,1,8.899,10,weekday,spoofing
signal_controller,arterial_road,MQTT,subscribe,5243,1883,158,1.575,215.06,12220,1,66.379,0,0,0,1,0,0,0.0,14,weekday,normal
ambulance_tracker,hospital_zone,HTTPS,none,58808,443,262,3.184,43.89,13077,1,57.527,0,0,0,1,0,0,0.063,17,weekend,normal
traffic_camera,arterial_road,TCP,none,25528,8080,1171,9.642,204.92,215688,3,376.737,0,0,0,1,0,0,0.0,17,weekday,normal
ambulance_tracker,arterial_road,HTTPS,none,8653,443,241,0.711,64.79,14343,2,22.003,0,0,0,1,0,0,0.098,10,weekday,normal
dispatch_server,downtown,HTTPS,none,40223,443,264,19.488,26.31,133790,3,38.969,1,0,0,1,0,0,0.0,10,weekend,normal
signal_controller,residential,MQTT,subscribe,7719,1883,739,4.091,3.41,21346,4,10.987,0,0,0,1,0,1,0.0,22,weekday,command_injection
dispatch_server,hospital_zone,HTTPS,none,58095,443,405,10.695,159.65,135773,2,170.462,0,0,0,1,0,0,0.0,8,weekday,normal
dispatch_server,hospital_zone,HTTPS,none,18988,443,807,19.376,2.8,2642,2,12.583,1,0,3,0,0,1,0.0,3,weekend,command_injection
dispatch_server,hospital_zone,HTTPS,none,51462,443,326,13.057,12.83,175800,2,130.328,0,0,1,1,0,0,0.0,4,weekday,normal
traffic_camera,residential,TCP,none,37233,8080,1381,17.296,60.3,480180,3,276.218,1,1,0,1,0,0,0.0,8,weekday,normal
traffic_camera,residential,TCP,none,53088,1878,112,8.861,1.31,596,58,0.9076,0,0,0,0,0,0,0.0,21,weekday,port_scan
signal_controller,residential,MQTT,subscribe,28260,1883,150,4.372,148.78,3905,2,3.195,0,0,0,0,0,0,0.0,4,weekend,normal
ambulance_tracker,downtown,HTTPS,none,11199,443,140,0.683,27.83,22748,2,741.994,0,0,0,1,0,0,0.093,5,weekday,normal
ambulance_tracker,arterial_road,HTTPS,none,10220,443,165,3.057,12.45,7516,4,42.609,0,0,0,1,0,0,0.023,7,weekday,normal
traffic_camera,arterial_road,TCP,none,47249,8080,847,22.475,239.02,127110,1,186.534,0,0,0,1,0,0,0.0,13,weekday,normal
signal_controller,arterial_road,MQTT,subscribe,48048,1883,114,3.119,83.28,10881,4,17.94,1,0,0,1,0,0,0.0,6,weekday,normal
ambulance_tracker,arterial_road,HTTPS,none,21147,443,200,1.585,54.52,18017,2,54.231,0,0,0,1,0,1,0.056,0,weekend,normal
signal_controller,downtown,MQTT,subscribe,5784,1883,102,5.737,285.61,13748,2,56.963,0,0,0,1,0,0,0.0,22,weekday,normal
traffic_camera,residential,TCP,none,46858,8080,985,9.849,259.22,370851,1,555.349,1,1,0,1,0,0,0.0,3,weekend,normal
dispatch_server,hospital_zone,HTTPS,none,28847,40851,90,13.771,2.05,1363,18,0.2204,0,0,0,1,0,0,0.0,12,weekday,port_scan
dispatch_server,downtown,HTTPS,none,35830,443,489,17.415,29.33,61074,1,223.62,1,0,0,1,0,0,0.0,9,weekday,normal
ambulance_tracker,downtown,HTTPS,none,17767,443,196,0.67,89.34,7823,1,30.774,0,1,0,1,0,0,0.053,15,weekday,normal
ambulance_tracker,downtown,HTTPS,none,15945,443,170,4.619,21.46,1342,1,56.699,1,0,0,0,1,1,10.424,9,weekend,spoofing
traffic_camera,arterial_road,TCP,none,59643,8080,1433,22.429,96.94,444767,1,55.188,0,0,0,1,0,0,0.0,10,weekday,normal
signal_controller,residential,MQTT,subscribe,4918,1883,208,1.802,247.39,4066,1,53.943,0,0,0,1,0,0,0.0,20,weekday,normal
signal_controller,hospital_zone,MQTT,subscribe,51687,1883,553,2.355,5.07,21866,5,12.519,2,0,1,0,0,1,0.0,22,weekday,command_injection
signal_controller,residential,MQTT,subscribe,64655,1883,243,3.951,204.02,13504,2,29.804,0,1,0,1,0,0,0.0,22,weekday,normal
ambulance_tracker,arterial_road,HTTPS,none,32563,443,199,3.996,89.79,2120,2,199.039,1,0,0,1,0,1,0.08,18,weekend,normal
signal_controller,hospital_zone,MQTT,subscribe,26035,1883,1353,430.432,3.56,12617,1,0.1793,876,390,0,0,0,0,0.0,6,weekday,ddos
ambulance_tracker,arterial_road,HTTPS,none,48851,443,229,3.389,64.32,20576,1,128.92,0,0,0,1,0,0,0.052,15,weekday,normal
traffic_camera,downtown,TCP,none,28967,8080,975,24.749,122.42,550213,1,515.211,0,0,0,1,0,0,0.0,22,weekend,normal
traffic_camera,residential,TCP,none,31882,58732,128,6.337,0.4,2442,44,0.432,0,0,0,1,0,0,0.0,13,weekday,port_scan
traffic_camera,residential,TCP,none,52813,8080,743,20.588,146.93,569542,1,414.685,0,1,0,1,0,0,0.0,12,weekday,normal
dispatch_server,hospital_zone,HTTPS,none,30557,22,815,1.864,1.13,5633,1,0.589,1,0,37,1,0,0,0.0,10,weekend,brute_force
traffic_camera,residential,TCP,none,2548,8080,1145,9.466,221.03,372138,1,81.323,0,0,0,1,0,0,0.0,22,weekend,normal
signal_controller,arterial_road,MQTT,subscribe,16638,1883,91,1.314,210.79,11637,2,275.556,0,0,0,0,0,0,0.0,13,weekday,normal
dispatch_server,hospital_zone,HTTPS,none,10951,443,223,2.378,171.02,18078,1,193.185,1,0,0,1,0,0,0.0,5,weekend,normal
traffic_camera,hospital_zone,TCP,none,31927,8080,1001,23.958,241.43,566592,2,111.413,1,0,0,1,0,0,0.0,0,weekday,normal
dispatch_server,hospital_zone,HTTPS,none,22564,443,212,15.739,28.19,98166,3,63.068,2,0,0,1,0,0,0.0,10,weekday,normal
ambulance_tracker,arterial_road,HTTPS,none,40312,443,154,2.183,62.65,24772,1,61.233,0,0,0,1,0,0,0.222,7,weekday,normal
dispatch_server,hospital_zone,HTTPS,none,56821,443,849,14.714,39.7,43069,2,276.054,1,0,1,1,0,0,0.0,7,weekend,normal
ambulance_tracker,downtown,HTTPS,none,45230,443,268,2.451,72.27,51610,2,102.356,1,0,0,0,1,0,4.803,14,weekday,spoofing
traffic_camera,residential,TCP,none,54077,8080,830,5.026,177.53,128452,2,682.0,1,0,0,1,0,0,0.0,12,weekday,normal
signal_controller,arterial_road,MQTT,subscribe,22396,1883,241,5.123,136.07,6231,2,163.238,0,1,0,0,0,0,0.0,22,weekday,normal
dispatch_server,hospital_zone,HTTPS,none,60498,443,559,13.224,67.56,58867,1,45.811,0,0,0,0,0,1,0.0,7,weekday,normal
dispatch_server,hospital_zone,HTTPS,none,63555,443,636,17.313,12.47,9877,1,15.777,1,0,3,0,0,1,0.0,0,weekend,command_injection
signal_controller,arterial_road,MQTT,subscribe,1286,1883,146,1.336,151.84,5628,1,59.838,1,2,0,1,0,0,0.0,12,weekend,normal
signal_controller,residential,MQTT,subscribe,50678,1883,82,1.979,187.46,7404,4,77.434,0,1,0,1,0,0,0.0,7,weekend,normal
ambulance_tracker,downtown,HTTPS,none,49296,443,292,1.474,15.66,11503,2,65.452,1,2,0,1,0,0,0.032,6,weekday,normal
traffic_camera,residential,TCP,none,22727,8080,907,18.751,195.66,596266,1,15.868,1,0,0,1,0,0,0.0,20,weekend,normal
ambulance_tracker,downtown,HTTPS,none,18703,443,160,3.646,76.45,3359,2,11.981,1,0,0,1,0,0,0.148,0,weekday,normal
traffic_camera,arterial_road,TCP,none,49980,8080,1471,16.283,97.45,511394,1,161.243,0,1,0,1,0,0,0.0,4,weekday,normal
signal_controller,hospital_zone,MQTT,subscribe,13414,1883,212,1.124,274.57,6079,2,77.69,0,0,0,1,0,0,0.0,19,weekday,normal
dispatch_server,hospital_zone,HTTPS,none,19166,443,805,3.689,138.76,97770,1,71.033,0,0,0,1,0,0,0.0,20,weekday,normal
traffic_camera,arterial_road,TCP,none,14433,8080,921,16.323,87.48,529672,1,159.564,1,0,0,1,0,0,0.0,4,weekday,normal
traffic_camera,hospital_zone,TCP,none,52808,8080,912,10.483,98.78,150219,2,36.633,1,0,0,1,0,0,0.0,21,weekend,normal
dispatch_server,downtown,HTTPS,none,8670,443,553,7.721,3.54,4424,2,0.624,0,0,47,1,0,0,0.0,2,weekday,brute_force
traffic_camera,arterial_road,TCP,none,39591,8080,1412,23.237,174.39,568103,2,50.835,1,0,0,1,0,0,0.0,8,weekday,normal
signal_controller,residential,MQTT,subscribe,19292,1883,176,1.864,147.14,10780,2,251.831,0,1,0,1,0,0,0.0,10,weekday,normal
signal_controller,residential,MQTT,subscribe,20980,1883,935,5.938,16.24,8867,2,1.719,0,0,4,1,0,1,0.0,4,weekend,command_injection
dispatch_server,downtown,HTTPS,none,43786,443,868,7.156,166.84,9847,2,54.64,0,0,1,1,0,0,0.0,7,weekend,normal
signal_controller,arterial_road,MQTT,subscribe,36553,1883,68,186.225,1.64,10080,2,0.3163,823,366,0,0,0,0,0.0,6,weekday,ddos
dispatch_server,hospital_zone,HTTPS,none,28610,443,261,9.749,76.77,80278,2,142.174,1,1,0,1,0,0,0.0,14,weekday,normal
signal_controller,residential,MQTT,subscribe,51233,1883,215,4.606,64.66,4460,1,48.724,1,1,0,1,0,1,0.0,18,weekend,normal
ambulance_tracker,arterial_road,HTTPS,none,57364,443,197,2.435,80.01,10282,1,246.949,2,0,0,1,0,0,0.037,23,weekday,normal
traffic_camera,residential,TCP,none,28329,8080,878,11.917,72.52,254494,1,71.746,0,0,0,0,0,0,0.0,9,weekday,normal
signal_controller,residential,MQTT,subscribe,53370,1883,121,5.523,246.2,1673,3,198.34,0,0,0,1,0,1,0.0,9,weekday,normal
ambulance_tracker,hospital_zone,HTTPS,none,17437,443,157,1.722,72.19,3411,1,76.591,1,0,0,1,0,0,0.063,10,weekday,normal
signal_controller,hospital_zone,MQTT,subscribe,15530,1883,231,2.646,98.97,6277,1,144.242,0,0,0,1,0,1,0.0,9,weekday,normal
traffic_camera,residential,TCP,none,2980,8080,733,22.217,253.8,152333,4,32.631,1,0,0,0,0,0,0.0,12,weekend,normal
dispatch_server,hospital_zone,HTTPS,none,61224,443,770,12.451,16.54,4283,3,11.757,1,1,3,1,0,1,0.0,4,weekday,command_injection
dispatch_server,downtown,HTTPS,none,63505,22,638,11.353,2.98,3900,1,1.304,0,0,33,1,0,0,0.0,1,weekday,brute_force
dispatch_server,hospital_zone,HTTPS,none,35353,443,267,3.055,5.33,15077,5,2.78,0,0,4,0,0,1,0.0,3,weekend,command_injection
